timestamp,trade_price,trade_size
2024-09-03T08:00:00.063148483Z,215.0,1.0
2024-09-03T08:00:00.063150724Z,215.0,2.0
2024-09-03T08:00:00.063154048Z,215.0,30.0
2024-09-03T08:00:00.063165968Z,215.0,6.0
2024-09-03T08:00:00.063193032Z,215.0,8.0
2024-09-03T08:00:00.063195605Z,215.0,2.0
2024-09-03T08:00:00.364341245Z,214.95,1.0
2024-09-03T08:00:00.365295948Z,214.95,1.0
2024-09-03T08:00:00.366269347Z,214.95,8.0
2024-09-03T08:00:00.411329073Z,214.95,4.0
2024-09-03T08:00:00.42246373Z,214.95,1.0
2024-09-03T08:00:00.422569134Z,214.99,1.0
2024-09-03T08:00:00.422848158Z,214.95,4.0
2024-09-03T08:00:00.423199828Z,214.99,1.0
2024-09-03T08:00:00.432458954Z,214.95,9.0
2024-09-03T08:00:00.438706953Z,214.93,60.0
2024-09-03T08:00:00.438707321Z,214.92,2.0
2024-09-03T08:00:00.438707471Z,214.91,3.0
2024-09-03T08:00:00.438707631Z,214.88,25.0
2024-09-03T08:00:00.438720247Z,214.8,25.0
2024-09-03T08:00:00.438723011Z,214.79,23.0
2024-09-03T08:00:00.438723166Z,214.75,5.0
2024-09-03T08:00:00.438765029Z,214.95,99.0
2024-09-03T08:00:00.438794069Z,214.74,2.0
2024-09-03T08:00:00.439200355Z,214.64,6.0
2024-09-03T08:00:00.447067119Z,214.95,1.0
2024-09-03T08:00:00.447071199Z,214.95,61.0
2024-09-03T08:00:00.458153568Z,214.64,48.0
2024-09-03T08:00:00.458190524Z,214.64,3.0
2024-09-03T08:00:00.458295823Z,214.64,2.0
2024-09-03T08:00:00.469343112Z,214.99,1.0
2024-09-03T08:00:00.469403751Z,214.99,1.0
2024-09-03T08:00:00.479580718Z,214.99,4.0
2024-09-03T08:00:00.47961759Z,214.64,10.0
2024-09-03T08:00:00.479680014Z,214.64,1.0
2024-09-03T08:00:00.479680158Z,214.63,28.0
2024-09-03T08:00:00.609924445Z,214.99,10.0
2024-09-03T08:00:00.848865323Z,214.96,47.0
2024-09-03T08:00:00.917009349Z,214.96,32.0
2024-09-03T08:00:00.928885331Z,214.96,1.0
2024-09-03T08:00:00.929805329Z,214.96,1.0
2024-09-03T08:00:00.929918665Z,214.84,1.0
2024-09-03T08:00:00.931626999Z,214.96,10.0
2024-09-03T08:00:00.987616186Z,214.96,8.0
2024-09-03T08:00:01.107863963Z,214.64,2.0
2024-09-03T08:00:01.118771714Z,214.99,70.0
2024-09-03T08:00:01.118771923Z,214.99,100.0
2024-09-03T08:00:01.118775693Z,215.0,59.0
2024-09-03T08:00:01.119261501Z,214.8,1.0
2024-09-03T08:00:01.192270029Z,214.99,70.0
2024-09-03T08:00:01.19227324Z,215.0,1.0
2024-09-03T08:00:01.192275206Z,215.0,2.0
2024-09-03T08:00:01.26026721Z,214.81,1.0
2024-09-03T08:00:01.34244056Z,214.81,1.0
2024-09-03T08:00:01.396157275Z,214.88,100.0
2024-09-03T08:00:01.3961637Z,215.0,30.0
2024-09-03T08:00:01.396166085Z,215.0,2.0
2024-09-03T08:00:01.396172665Z,215.0,1.0
2024-09-03T08:00:01.396176969Z,215.0,10.0
2024-09-03T08:00:01.396179158Z,215.0,16.0
2024-09-03T08:00:01.396182848Z,215.0,64.0
2024-09-03T08:00:01.39619025Z,215.0,5.0
2024-09-03T08:00:01.39619038Z,215.0,1.0
2024-09-03T08:00:01.396195248Z,215.0,10.0
2024-09-03T08:00:01.396205782Z,215.0,50.0
2024-09-03T08:00:01.396206258Z,215.0,3.0
2024-09-03T08:00:01.396211587Z,215.0,2.0
2024-09-03T08:00:01.396219222Z,215.0,20.0
2024-09-03T08:00:01.396219349Z,215.0,5.0
2024-09-03T08:00:01.396223867Z,215.0,1.0
2024-09-03T08:00:01.396232659Z,215.0,2.0
2024-09-03T08:00:01.396232854Z,215.0,10.0
2024-09-03T08:00:01.396237983Z,215.01,14.0
2024-09-03T08:00:01.396245098Z,215.02,1.0
2024-09-03T08:00:01.396245187Z,215.1,100.0
2024-09-03T08:00:01.396388676Z,214.88,100.0
2024-09-03T08:00:01.39639516Z,214.89,1.0
2024-09-03T08:00:01.396395474Z,215.0,104.0
2024-09-03T08:00:01.396395612Z,215.0,3.0
2024-09-03T08:00:01.396402487Z,215.0,20.0
2024-09-03T08:00:01.396406361Z,215.0,1.0
2024-09-03T08:00:01.396406582Z,215.0,6.0
2024-09-03T08:00:01.396407931Z,215.0,1.0
2024-09-03T08:00:01.396411831Z,215.0,1.0
2024-09-03T08:00:01.396415068Z,215.0,5.0
2024-09-03T08:00:01.396416531Z,215.0,55.0
2024-09-03T08:00:01.396418337Z,215.0,2.0
2024-09-03T08:00:01.396422236Z,215.0,7.0
2024-09-03T08:00:01.396425733Z,215.0,2.0
2024-09-03T08:00:01.396425896Z,215.0,5.0
2024-09-03T08:00:01.396427038Z,215.0,5.0
2024-09-03T08:00:01.396430957Z,215.0,1.0
2024-09-03T08:00:01.396739364Z,215.1,100.0
2024-09-03T08:00:01.396745413Z,215.13,1.0
2024-09-03T08:00:01.397026638Z,215.0,99.0
2024-09-03T08:00:01.397026726Z,215.03,1.0
2024-09-03T08:00:01.436688366Z,215.19,38.0
2024-09-03T08:00:01.566595962Z,214.96,34.0
2024-09-03T08:00:01.63748178Z,214.96,28.0
2024-09-03T08:00:01.641822287Z,215.09,25.0
2024-09-03T08:00:01.642630553Z,215.16,12.0
2024-09-03T08:00:01.670218352Z,215.11,10.0
2024-09-03T08:00:01.670534341Z,215.11,90.0
2024-09-03T08:00:01.670534533Z,215.07,10.0
2024-09-03T08:00:01.7573094Z,215.07,37.0
2024-09-03T08:00:01.762925656Z,215.14,25.0
2024-09-03T08:00:01.816949113Z,214.93,11.0
2024-09-03T08:00:02.035160028Z,215.1,70.0
2024-09-03T08:00:02.035162028Z,215.11,1.0
2024-09-03T08:00:02.412933862Z,215.2,23.0
2024-09-03T08:00:02.416906934Z,215.18,50.0
2024-09-03T08:00:02.417010693Z,215.23,100.0
2024-09-03T08:00:02.686091478Z,214.98,12.0
2024-09-03T08:00:02.967208336Z,214.93,14.0
2024-09-03T08:00:02.967211202Z,214.91,2.0
2024-09-03T08:00:03.528971153Z,215.16,70.0
2024-09-03T08:00:03.528971283Z,215.17,20.0
2024-09-03T08:00:03.663446263Z,215.24,1.0
2024-09-03T08:00:03.66358841Z,214.91,2.0
2024-09-03T08:00:03.915683205Z,214.91,2.0
2024-09-03T08:00:04.424420471Z,214.91,1.0
2024-09-03T08:00:04.441722307Z,214.91,37.0
2024-09-03T08:00:04.562279632Z,214.91,9.0
2024-09-03T08:00:04.563629074Z,215.07,70.0
2024-09-03T08:00:04.563629752Z,215.08,1.0
2024-09-03T08:00:04.680488942Z,214.95,1.0
2024-09-03T08:00:04.898867566Z,215.2,15.0
2024-09-03T08:00:04.899177858Z,215.2,4.0
2024-09-03T08:00:04.899496648Z,215.2,10.0
2024-09-03T08:00:04.928491584Z,215.25,6.0
2024-09-03T08:00:04.938259974Z,215.2,3.0
2024-09-03T08:00:05.06633133Z,215.2,69.0
2024-09-03T08:00:05.251486191Z,215.24,100.0
2024-09-03T08:00:05.25824407Z,215.25,24.0
2024-09-03T08:00:05.445235253Z,215.25,3.0
2024-09-03T08:00:05.474791267Z,215.24,1.0
2024-09-03T08:00:05.477974353Z,215.3,1.0
2024-09-03T08:00:05.477983699Z,215.34,50.0
2024-09-03T08:00:05.477985192Z,215.41,50.0
2024-09-03T08:00:05.478244027Z,215.39,1.0
2024-09-03T08:00:05.482014552Z,215.4,1.0
2024-09-03T08:00:05.48679862Z,215.46,5.0
2024-09-03T08:00:05.486802738Z,215.5,50.0
2024-09-03T08:00:05.487070333Z,215.48,3.0
2024-09-03T08:00:05.530813038Z,215.26,50.0
2024-09-03T08:00:05.590715839Z,215.26,2.0
2024-09-03T08:00:06.725902213Z,215.49,1.0
2024-09-03T08:00:06.737082609Z,215.49,2.0
2024-09-03T08:00:06.772927185Z,215.31,50.0
2024-09-03T08:00:07.022504553Z,215.3,100.0
2024-09-03T08:00:07.022504789Z,215.3,100.0
2024-09-03T08:00:07.11283306Z,214.99,2.0
2024-09-03T08:00:07.207766587Z,215.29,100.0
2024-09-03T08:00:07.207767077Z,215.25,23.0
2024-09-03T08:00:07.207767204Z,215.25,100.0
2024-09-03T08:00:07.207946518Z,215.25,31.0
2024-09-03T08:00:07.244016755Z,215.24,20.0
2024-09-03T08:00:07.487120866Z,215.11,70.0
2024-09-03T08:00:07.48712975Z,215.1,200.0
2024-09-03T08:00:07.492929602Z,215.2,49.0
2024-09-03T08:00:07.785375165Z,215.21,47.0
2024-09-03T08:00:07.785378862Z,214.95,53.0
2024-09-03T08:00:07.803077162Z,214.87,8.0
2024-09-03T08:00:07.962175239Z,215.49,100.0
2024-09-03T08:00:07.962177448Z,215.53,100.0
2024-09-03T08:00:08.257376095Z,215.19,8.0
2024-09-03T08:00:08.41216464Z,215.11,62.0
2024-09-03T08:00:08.861678603Z,215.01,7.0
2024-09-03T08:00:08.892326037Z,215.01,100.0
2024-09-03T08:00:08.895598218Z,215.0,2.0
2024-09-03T08:00:08.895631681Z,215.19,2.0
2024-09-03T08:00:08.901709054Z,214.99,100.0
2024-09-03T08:00:08.901709784Z,215.0,300.0
2024-09-03T08:00:08.906136905Z,215.0,100.0
2024-09-03T08:00:08.911927383Z,215.0,250.0
2024-09-03T08:00:08.966930294Z,215.0,50.0
2024-09-03T08:00:09.259092045Z,214.9,5.0
2024-09-03T08:00:09.454112839Z,215.0,18.0
2024-09-03T08:00:09.670273012Z,214.9,19.0
2024-09-03T08:00:10.155840163Z,215.0,19.0
2024-09-03T08:00:10.375210914Z,215.0,100.0
2024-09-03T08:00:10.799601162Z,215.0,1.0
2024-09-03T08:00:11.186182281Z,214.86,1.0
2024-09-03T08:00:11.186185601Z,214.82,69.0
2024-09-03T08:00:11.232169924Z,214.8,200.0
2024-09-03T08:00:11.249474934Z,214.8,23.0
2024-09-03T08:00:11.270161655Z,214.71,100.0
2024-09-03T08:00:11.270161788Z,214.71,91.0
2024-09-03T08:00:11.284919834Z,214.7,128.0
2024-09-03T08:00:11.503255309Z,214.99,12.0
2024-09-03T08:00:11.50326022Z,215.0,38.0
2024-09-03T08:00:11.59432878Z,214.81,5.0
2024-09-03T08:00:11.770592641Z,215.0,3.0
2024-09-03T08:00:11.878400085Z,214.81,9.0
2024-09-03T08:00:11.976700041Z,214.81,91.0
2024-09-03T08:00:11.976702482Z,214.8,21.0
2024-09-03T08:00:11.976771165Z,214.8,179.0
2024-09-03T08:00:11.977598955Z,214.7,79.0
2024-09-03T08:00:12.527679628Z,214.89,100.0
2024-09-03T08:00:12.527684579Z,214.9,2.0
2024-09-03T08:00:12.551013725Z,214.99,11.0
2024-09-03T08:00:12.55101604Z,215.0,9.0
2024-09-03T08:00:13.19495744Z,214.82,100.0
2024-09-03T08:00:13.1949734Z,214.82,39.0
2024-09-03T08:00:13.333031896Z,214.9,24.0
2024-09-03T08:00:13.60039655Z,215.0,300.0
2024-09-03T08:00:13.600484116Z,215.0,193.0
2024-09-03T08:00:13.600580957Z,215.0,29.0
2024-09-03T08:00:13.60064739Z,215.0,75.0
2024-09-03T08:00:13.601251863Z,215.0,75.0
2024-09-03T08:00:13.601265907Z,215.0,14.0
2024-09-03T08:00:14.147715614Z,215.0,64.0
2024-09-03T08:00:14.270996356Z,214.91,3.0
2024-09-03T08:00:14.753280066Z,215.0,64.0
2024-09-03T08:00:15.397797454Z,215.0,64.0
2024-09-03T08:00:15.730336017Z,214.91,1.0
2024-09-03T08:00:16.112143373Z,214.83,6.0
2024-09-03T08:00:16.421366248Z,215.0,150.0
2024-09-03T08:00:16.421371279Z,215.0,5.0
2024-09-03T08:00:16.421373056Z,215.0,37.0
2024-09-03T08:00:16.421586591Z,215.0,1.0
2024-09-03T08:00:16.421691167Z,215.0,1.0
2024-09-03T08:00:16.421692943Z,215.0,6.0
2024-09-03T08:00:16.42173685Z,215.0,1.0
2024-09-03T08:00:16.421750173Z,215.0,47.0
2024-09-03T08:00:16.421804422Z,215.0,7.0
2024-09-03T08:00:16.421854906Z,215.0,1.0
2024-09-03T08:00:16.421885433Z,215.0,4.0
2024-09-03T08:00:16.421927412Z,215.0,1.0
2024-09-03T08:00:16.421974586Z,215.0,1.0
2024-09-03T08:00:16.422184213Z,215.0,7.0
2024-09-03T08:00:16.422233528Z,215.0,1.0
2024-09-03T08:00:16.426499005Z,215.0,3.0
2024-09-03T08:00:16.522538663Z,215.0,13.0
2024-09-03T08:00:16.583172612Z,215.37,78.0
2024-09-03T08:00:17.566110142Z,215.0,100.0
2024-09-03T08:00:17.798140956Z,215.0,15.0
2024-09-03T08:00:17.798786549Z,214.91,35.0
2024-09-03T08:00:17.90668211Z,214.94,2.0
2024-09-03T08:00:18.066517696Z,214.99,47.0
2024-09-03T08:00:18.40752437Z,214.91,2.0
2024-09-03T08:00:18.669162403Z,214.91,2.0
2024-09-03T08:00:18.732347547Z,215.0,1.0
2024-09-03T08:00:19.10860077Z,215.0,2.0
2024-09-03T08:00:19.547122067Z,215.0,2.0
2024-09-03T08:00:19.986909219Z,215.0,2.0
2024-09-03T08:00:20.059786036Z,215.0,3.0
2024-09-03T08:00:20.426309351Z,215.0,2.0
2024-09-03T08:00:20.659566597Z,215.09,2.0
2024-09-03T08:00:20.860669183Z,215.09,1.0
2024-09-03T08:00:20.861575411Z,215.01,1.0
2024-09-03T08:00:21.669840856Z,215.02,100.0
2024-09-03T08:00:21.801871359Z,215.02,1.0
2024-09-03T08:00:22.269429244Z,215.24,2.0
2024-09-03T08:00:22.269492302Z,215.34,55.0
2024-09-03T08:00:23.189376162Z,215.32,9.0
2024-09-03T08:00:23.189378148Z,215.35,50.0
2024-09-03T08:00:23.189380861Z,215.35,13.0
2024-09-03T08:00:23.189923488Z,215.4,12.0
2024-09-03T08:00:23.189950316Z,215.4,12.0
2024-09-03T08:00:23.189984503Z,215.4,50.0
2024-09-03T08:00:23.190062204Z,215.4,2.0
2024-09-03T08:00:23.190580793Z,215.4,266.0
2024-09-03T08:00:23.867112612Z,215.12,5.0
2024-09-03T08:00:23.893593142Z,215.12,100.0
2024-09-03T08:00:23.893593311Z,215.07,100.0
2024-09-03T08:00:23.986608952Z,215.21,1.0
2024-09-03T08:00:23.988894642Z,215.22,5.0
2024-09-03T08:00:23.99267654Z,215.29,1.0
2024-09-03T08:00:25.758088833Z,215.05,9.0
2024-09-03T08:00:25.762399804Z,215.05,25.0
2024-09-03T08:00:26.585838371Z,215.34,10.0
2024-09-03T08:00:26.802502482Z,215.23,2.0
2024-09-03T08:00:26.802502696Z,215.2,49.0
2024-09-03T08:00:26.802504627Z,215.08,2.0
2024-09-03T08:00:26.802756414Z,215.02,50.0
2024-09-03T08:00:26.802760218Z,215.02,30.0
2024-09-03T08:00:26.828543878Z,215.06,10.0
2024-09-03T08:00:26.828544082Z,215.05,37.0
2024-09-03T08:00:28.115525081Z,215.01,20.0
2024-09-03T08:00:28.115529678Z,215.01,70.0
2024-09-03T08:00:28.115954301Z,215.11,100.0
2024-09-03T08:00:28.115954396Z,215.05,12.0
2024-09-03T08:00:28.115956097Z,215.05,38.0
2024-09-03T08:00:28.116021612Z,215.01,30.0
2024-09-03T08:00:28.170249392Z,215.19,100.0
2024-09-03T08:00:28.170468391Z,215.22,165.0
2024-09-03T08:00:28.170707108Z,215.22,100.0
2024-09-03T08:00:28.170708979Z,215.22,100.0
2024-09-03T08:00:28.247215568Z,215.24,5.0
2024-09-03T08:00:28.878605291Z,215.24,8.0
2024-09-03T08:00:29.919750492Z,215.24,1.0
2024-09-03T08:00:30.097208007Z,215.24,10.0
2024-09-03T08:00:30.658288185Z,215.24,100.0
2024-09-03T08:00:31.342703053Z,215.08,2.0
2024-09-03T08:00:32.091869874Z,215.11,1.0
2024-09-03T08:00:32.415043848Z,215.19,10.0
2024-09-03T08:00:32.415048374Z,215.25,50.0
2024-09-03T08:00:32.415050387Z,215.29,40.0
2024-09-03T08:00:32.415054626Z,215.29,60.0
2024-09-03T08:00:32.415058908Z,215.3,40.0
2024-09-03T08:00:32.422989004Z,215.24,2.0
2024-09-03T08:00:32.422993996Z,215.29,10.0
2024-09-03T08:00:32.422994183Z,215.33,50.0
2024-09-03T08:00:32.422994314Z,215.4,100.0
2024-09-03T08:00:32.422997562Z,215.4,2.0
2024-09-03T08:00:32.423131514Z,215.29,10.0
2024-09-03T08:00:32.423460159Z,215.4,36.0
2024-09-03T08:00:32.429496398Z,215.3,10.0
2024-09-03T08:00:32.429498344Z,215.3,8.0
2024-09-03T08:00:32.429501068Z,215.3,82.0
2024-09-03T08:00:32.42953366Z,215.41,23.0
2024-09-03T08:00:32.429533794Z,215.49,12.0
2024-09-03T08:00:32.429533996Z,215.49,65.0
2024-09-03T08:00:32.433372732Z,215.5,22.0
2024-09-03T08:00:32.43889778Z,215.3,10.0
2024-09-03T08:00:32.630835559Z,215.37,90.0
2024-09-03T08:00:34.340299953Z,215.4,13.0
2024-09-03T08:00:34.760487835Z,215.25,10.0
2024-09-03T08:00:35.734695779Z,215.5,100.0
2024-09-03T08:00:36.127134753Z,215.26,33.0
2024-09-03T08:00:36.554389849Z,215.36,1.0
2024-09-03T08:00:37.447480651Z,215.36,24.0
2024-09-03T08:00:37.637530553Z,215.25,2.0
2024-09-03T08:00:37.637536252Z,215.18,98.0
2024-09-03T08:00:37.80120252Z,215.22,10.0
2024-09-03T08:00:39.718137179Z,215.4,12.0
2024-09-03T08:00:39.718139685Z,215.4,100.0
2024-09-03T08:00:39.71814166Z,215.49,51.0
2024-09-03T08:00:39.7182512Z,215.4,60.0
2024-09-03T08:00:40.138470379Z,215.29,15.0
2024-09-03T08:00:40.477909221Z,215.28,10.0
2024-09-03T08:00:41.329669301Z,215.25,50.0
2024-09-03T08:00:41.461779606Z,215.23,1.0
2024-09-03T08:00:41.496688908Z,215.5,4.0
2024-09-03T08:00:42.489684695Z,215.36,10.0
2024-09-03T08:00:42.802491042Z,215.5,1.0
2024-09-03T08:00:42.932271163Z,215.51,14.0
2024-09-03T08:00:43.193873332Z,215.51,2.0
2024-09-03T08:00:43.278758536Z,215.53,5.0
2024-09-03T08:00:43.278776694Z,215.55,1.0
2024-09-03T08:00:43.279138936Z,215.55,2.0
2024-09-03T08:00:43.279167533Z,215.6,6.0
2024-09-03T08:00:43.279226346Z,215.59,200.0
2024-09-03T08:00:43.279509632Z,215.58,50.0
2024-09-03T08:00:43.279531663Z,215.6,1.0
2024-09-03T08:00:43.280774547Z,215.68,18.0
2024-09-03T08:00:43.280952809Z,215.69,50.0
2024-09-03T08:00:43.281037144Z,215.66,3.0
2024-09-03T08:00:43.281037241Z,215.69,100.0
2024-09-03T08:00:43.281108673Z,215.69,75.0
2024-09-03T08:00:43.281112746Z,215.69,75.0
2024-09-03T08:00:43.281292049Z,215.69,9.0
2024-09-03T08:00:43.281321228Z,215.69,50.0
2024-09-03T08:00:43.281326951Z,215.69,72.0
2024-09-03T08:00:43.281331078Z,215.69,75.0
2024-09-03T08:00:43.281359126Z,215.69,15.0
2024-09-03T08:00:43.281403751Z,215.69,11.0
2024-09-03T08:00:43.281413966Z,215.69,12.0
2024-09-03T08:00:43.281417262Z,215.69,75.0
2024-09-03T08:00:43.281471892Z,215.69,1.0
2024-09-03T08:00:43.281480561Z,215.69,15.0
2024-09-03T08:00:43.281514476Z,215.7,1.0
2024-09-03T08:00:43.28154016Z,215.69,15.0
2024-09-03T08:00:43.287001206Z,215.71,9.0
2024-09-03T08:00:43.287013147Z,215.77,100.0
2024-09-03T08:00:43.325162083Z,215.76,36.0
2024-09-03T08:00:43.404378699Z,215.56,50.0
2024-09-03T08:00:43.405195188Z,215.51,84.0
2024-09-03T08:00:43.405195277Z,215.51,16.0
2024-09-03T08:00:43.405788314Z,215.55,4.0
2024-09-03T08:00:43.406837584Z,215.5,32.0
2024-09-03T08:00:45.865741192Z,215.66,40.0
2024-09-03T08:00:45.969633379Z,215.67,100.0
2024-09-03T08:00:46.198533192Z,215.59,30.0
2024-09-03T08:00:46.75343032Z,215.55,19.0
2024-09-03T08:00:48.600235429Z,215.53,40.0
2024-09-03T08:00:48.612952464Z,215.59,60.0
2024-09-03T08:00:48.929422376Z,215.5,3.0
2024-09-03T08:00:49.168581112Z,215.59,50.0
2024-09-03T08:00:49.599409003Z,215.44,1.0
2024-09-03T08:00:50.30509636Z,215.44,1.0
2024-09-03T08:00:50.332099285Z,215.43,73.0
2024-09-03T08:00:50.575497868Z,215.42,1.0
2024-09-03T08:00:50.62017314Z,215.42,1.0
2024-09-03T08:00:50.640776339Z,215.53,5.0
2024-09-03T08:00:50.640914262Z,215.53,45.0
2024-09-03T08:00:51.191393391Z,215.42,5.0
2024-09-03T08:00:51.522509325Z,215.52,1.0
2024-09-03T08:00:51.562905755Z,215.42,10.0
2024-09-03T08:00:52.232511755Z,215.5,25.0
2024-09-03T08:00:52.611433099Z,215.61,1.0
2024-09-03T08:00:52.679626348Z,215.49,5.0
2024-09-03T08:00:52.680544217Z,215.46,100.0
2024-09-03T08:00:52.680914226Z,215.43,100.0
2024-09-03T08:00:52.681011243Z,215.52,19.0
2024-09-03T08:00:52.681067806Z,215.43,100.0
2024-09-03T08:00:52.742212626Z,215.58,100.0
2024-09-03T08:00:52.742222375Z,215.59,100.0
2024-09-03T08:00:52.742273246Z,215.59,50.0
2024-09-03T08:00:52.933057482Z,215.43,81.0
2024-09-03T08:00:53.246378303Z,215.41,2.0
2024-09-03T08:00:53.299782854Z,215.4,5.0
2024-09-03T08:00:53.299792552Z,215.4,40.0
2024-09-03T08:00:53.300180414Z,215.4,95.0
2024-09-03T08:00:53.300197883Z,215.4,100.0
2024-09-03T08:00:53.30047349Z,215.41,98.0
2024-09-03T08:00:53.300473655Z,215.4,1.0
2024-09-03T08:00:53.300475347Z,215.4,2.0
2024-09-03T08:00:53.492830472Z,215.4,95.0
2024-09-03T08:00:54.337577159Z,215.41,16.0
2024-09-03T08:00:54.458897716Z,215.4,2.0
2024-09-03T08:00:56.249643798Z,215.4,4.0
2024-09-03T08:00:56.478108929Z,215.4,5.0
2024-09-03T08:00:56.73094267Z,215.46,110.0
2024-09-03T08:00:57.584340338Z,215.44,4.0
2024-09-03T08:00:57.935996827Z,215.46,4.0
2024-09-03T08:00:58.490849982Z,215.46,90.0
2024-09-03T08:00:58.490852977Z,215.5,20.0
2024-09-03T08:00:58.553752469Z,215.41,1.0
2024-09-03T08:00:58.554772664Z,215.46,2.0
2024-09-03T08:00:58.580646386Z,215.57,7.0
2024-09-03T08:01:00.58852606Z,215.46,10.0
2024-09-03T08:01:00.606606296Z,215.44,76.0
2024-09-03T08:01:01.345039453Z,215.4,9.0
2024-09-03T08:01:01.523244552Z,215.44,10.0
2024-09-03T08:01:01.587830021Z,215.44,2.0
2024-09-03T08:01:01.591835064Z,215.44,2.0
2024-09-03T08:01:01.639148557Z,215.44,63.0
2024-09-03T08:01:02.031271279Z,215.44,3.0
2024-09-03T08:01:02.590455107Z,215.42,5.0
2024-09-03T08:01:02.670722395Z,215.46,38.0
2024-09-03T08:01:02.861158817Z,215.46,5.0
2024-09-03T08:01:03.021988228Z,215.46,100.0
2024-09-03T08:01:03.022634595Z,215.46,35.0
2024-09-03T08:01:03.321248938Z,215.59,389.0
2024-09-03T08:01:03.952278351Z,215.46,22.0
2024-09-03T08:01:03.95365111Z,215.5,84.0
2024-09-03T08:01:03.953752313Z,215.5,7.0
2024-09-03T08:01:03.954697101Z,215.5,2.0
2024-09-03T08:01:05.159516717Z,215.57,31.0
2024-09-03T08:01:05.189115243Z,215.59,1.0
2024-09-03T08:01:05.522397247Z,215.51,1.0
2024-09-03T08:01:06.100081002Z,215.5,100.0
2024-09-03T08:01:06.100328402Z,215.51,65.0
2024-09-03T08:01:06.100337686Z,215.51,34.0
2024-09-03T08:01:06.100352844Z,215.5,73.0
2024-09-03T08:01:06.100363862Z,215.5,25.0
2024-09-03T08:01:06.100363954Z,215.5,40.0
2024-09-03T08:01:06.185450749Z,215.49,70.0
2024-09-03T08:01:06.185450906Z,215.5,100.0
2024-09-03T08:01:06.18550162Z,215.48,38.0
2024-09-03T08:01:06.186234142Z,215.49,100.0
2024-09-03T08:01:06.328122328Z,215.44,1.0
2024-09-03T08:01:06.58270511Z,215.48,30.0
2024-09-03T08:01:07.229699358Z,215.48,10.0
2024-09-03T08:01:07.229751192Z,215.48,22.0
2024-09-03T08:01:07.533630886Z,215.48,2.0
2024-09-03T08:01:07.63820733Z,215.46,4.0
2024-09-03T08:01:07.638212919Z,215.44,6.0
